institution_id,publication_count
https://openalex.org/I4210156876,1
https://openalex.org/I878454856,1
https://openalex.org/I4210116486,1
https://openalex.org/I195939026,1
https://openalex.org/I4210140513,1
https://openalex.org/I98461037,1
https://openalex.org/I4210148356,1
https://openalex.org/I4210154619,1
https://openalex.org/I83657090,1
https://openalex.org/I196829312,1
https://openalex.org/I2800528635,1
https://openalex.org/I4210095389,1
https://openalex.org/I4210092852,1
https://openalex.org/I4210115484,1
https://openalex.org/I63190737,1
https://openalex.org/I4210138746,1
https://openalex.org/I165339363,1
https://openalex.org/I4210132431,1
https://openalex.org/I4210166274,1
https://openalex.org/I4210128490,1
https://openalex.org/I4210118317,1
https://openalex.org/I4210123359,1
https://openalex.org/I2800810863,1
https://openalex.org/I8977528,1
https://openalex.org/I189109744,1
https://openalex.org/I4210138251,1
https://openalex.org/I2802466933,1
https://openalex.org/I170203145,1
https://openalex.org/I4210156194,1
https://openalex.org/I118574687,1
https://openalex.org/I4210123464,1
https://openalex.org/I113198587,1
https://openalex.org/I4210086300,1
https://openalex.org/I194604659,1
https://openalex.org/I3122832768,1
https://openalex.org/I196608512,1
https://openalex.org/I2801814493,1
https://openalex.org/I194807695,1
https://openalex.org/I135117807,1
https://openalex.org/I4210109249,1
https://openalex.org/I197097402,1
https://openalex.org/I114292369,1
https://openalex.org/I169248161,1
https://openalex.org/I2799668677,1
https://openalex.org/I4210110309,1
https://openalex.org/I49611733,1
https://openalex.org/I4210124175,1
https://openalex.org/I184942183,1
https://openalex.org/I4210165411,1
https://openalex.org/I2802629923,1
https://openalex.org/I4210152020,1
https://openalex.org/I2746051580,1
https://openalex.org/I4210140583,1
https://openalex.org/I2799389969,1
https://openalex.org/I187453708,1
https://openalex.org/I4210089473,1
https://openalex.org/I4210089367,1
https://openalex.org/I99043593,1
https://openalex.org/I1334627681,1
https://openalex.org/I1331384533,1
https://openalex.org/I4210150701,1
https://openalex.org/I118347636,1
https://openalex.org/I29607241,1
https://openalex.org/I183974707,1
https://openalex.org/I879563668,1
https://openalex.org/I132487946,1
https://openalex.org/I4210094059,1
https://openalex.org/I4210130807,1
https://openalex.org/I4210092024,1
https://openalex.org/I4210125312,1
https://openalex.org/I158438070,1
https://openalex.org/I2801935854,1
https://openalex.org/I4210135837,1
https://openalex.org/I181391015,1
https://openalex.org/I4210137573,1
https://openalex.org/I2801536946,1
https://openalex.org/I173093425,1
https://openalex.org/I4210089594,1
https://openalex.org/I4210113301,1
https://openalex.org/I4210137803,1
https://openalex.org/I4210158561,1
https://openalex.org/I137982388,1
https://openalex.org/I4210090991,1
https://openalex.org/I1335113835,1
https://openalex.org/I34931013,1
https://openalex.org/I4210095477,1
https://openalex.org/I4210138819,1
https://openalex.org/I4210112085,1
https://openalex.org/I1340918713,1
https://openalex.org/I4210134045,1
https://openalex.org/I4210107147,1
https://openalex.org/I4210151386,1
https://openalex.org/I1288043984,1
https://openalex.org/I26072440,1
https://openalex.org/I4210158889,1
https://openalex.org/I4210125856,1
https://openalex.org/I2801880299,1
https://openalex.org/I340869894,1
https://openalex.org/I4210160388,1
https://openalex.org/I102117144,1
https://openalex.org/I114796046,1
https://openalex.org/I70764227,1
https://openalex.org/I59179055,1
https://openalex.org/I36090812,1
https://openalex.org/I155781252,1
https://openalex.org/I139322472,1
https://openalex.org/I17301866,1
https://openalex.org/I932239252,1
https://openalex.org/I76571253,1
https://openalex.org/I156216236,1
https://openalex.org/I13567498,1
https://openalex.org/I4210148816,1
https://openalex.org/I1284598098,1
https://openalex.org/I195631090,1
https://openalex.org/I44265643,1
https://openalex.org/I183638586,1
https://openalex.org/I112862951,1
https://openalex.org/I200284239,1
https://openalex.org/I63548447,1
https://openalex.org/I27963644,1
https://openalex.org/I181343428,1
https://openalex.org/I161321875,1
https://openalex.org/I4210156643,1
https://openalex.org/I1288051870,1
https://openalex.org/I889804353,1
https://openalex.org/I145902186,1
https://openalex.org/I1293226324,1
https://openalex.org/I2800164725,1
https://openalex.org/I1310145890,1
https://openalex.org/I73142707,1
https://openalex.org/I99065089,1
https://openalex.org/I4210121021,1
https://openalex.org/I1286959531,1
https://openalex.org/I2802722262,1
https://openalex.org/I2801051648,1
https://openalex.org/I4210116060,1
https://openalex.org/I2799929701,1
https://openalex.org/I2802581871,1
https://openalex.org/I1339947260,1
https://openalex.org/I2801403999,1
https://openalex.org/I32021983,1
https://openalex.org/I131434179,1
https://openalex.org/I159650629,1
https://openalex.org/I165441096,1
https://openalex.org/I180297670,1
https://openalex.org/I12708293,1
https://openalex.org/I1319360392,1
https://openalex.org/I143397708,1
https://openalex.org/I4210156450,1
https://openalex.org/I4210148403,1
https://openalex.org/I4210166781,1
https://openalex.org/I4210123840,1
https://openalex.org/I4210149920,1
https://openalex.org/I2800875313,1
https://openalex.org/I217937681,1
https://openalex.org/I51713134,1
https://openalex.org/I4210110970,1
https://openalex.org/I23923803,1
https://openalex.org/I4210097491,1
https://openalex.org/I3129555431,1
https://openalex.org/I114982161,1
https://openalex.org/I2802040150,1
https://openalex.org/I2802164966,1
https://openalex.org/I28290843,1
https://openalex.org/I4391012607,1
https://openalex.org/I101527212,1
https://openalex.org/I190249584,1
https://openalex.org/I2802742124,1
https://openalex.org/I4210118299,1
https://openalex.org/I43406934,1
https://openalex.org/I4210127817,1
https://openalex.org/I368840534,1
https://openalex.org/I1334415907,1
https://openalex.org/I32762134,1
https://openalex.org/I4210160795,1
https://openalex.org/I60668342,1
https://openalex.org/I126231945,1
https://openalex.org/I4210121800,1
https://openalex.org/I189462010,1
https://openalex.org/I2802965805,1
https://openalex.org/I125671874,1
https://openalex.org/I307255591,1
https://openalex.org/I85564003,1
